Name,Weight,Time
Roy Hauck,128,2015-09-07T15:15:30-06:00
Viola Gleason,155,2015-07-04T15:45:41-06:00
Gisselle Mosciski,111,2018-10-31T18:15:29-06:00
Edwina Dietrich,126,2017-12-31T12:43:16-06:00
Mary Schumm,151,2018-11-22T14:36:17-06:00
Hiram Smith,103,2018-10-31T18:59:32-06:00
Carli Gleason,130,2014-09-01T12:55:31-06:00
Antonetta Bosco,119,2017-12-31T12:54:54-06:00
Jamir Wilderman,160,2017-12-31T14:54:59-06:00
Idell Anderson,152,2018-10-31T17:22:43-06:00
Bennett Stokes,114,2015-07-04T13:57:16-06:00
Idell Anderson,154,2014-07-04T15:52:23-06:00
Amanda Gleason,179,2017-10-31T15:38:58-06:00
Helena Stokes,165,2015-11-26T15:22:48-06:00
Nona Hickle,147,2016-09-05T16:32:49-06:00
Edd Lang,143,2016-12-31T13:24:21-06:00
Jamir Wilderman,161,2018-10-31T18:36:29-06:00
Bennett Stokes,114,2014-11-27T13:58:38-06:00
Amanda Gleason,179,2015-11-26T18:59:18-06:00
Vilma Dietrich,135,2018-12-31T18:33:24-06:00
Christiana Larkin,201,2014-10-31T12:46:46-06:00
Filomena Hauck,124,2018-11-22T12:22:27-06:00
Cecile Bosco,155,2017-09-04T13:51:42-06:00
Johann Bosco,117,2018-10-31T14:58:19-06:00
Quincy Mosciski,139,2016-12-31T12:47:56-06:00
Helena Stokes,161,2015-12-31T12:28:20-06:00
Viola Gleason,154,2018-07-04T14:23:58-06:00
Keira Bosco,163,2015-09-07T15:57:47-06:00
Antonetta Bosco,115,2018-10-31T12:31:24-06:00
Johnathon Reinger,170,2014-12-31T14:59:34-06:00
Tod Hickle,145,2015-09-07T12:55:58-06:00
Bennett Stokes,114,2014-10-31T12:37:43-06:00
Kiarra Anderson,150,2014-11-27T15:28:47-06:00
Samanta Smith,183,2017-12-31T17:10:17-06:00
Carolyne Gleason,194,2014-07-04T13:33:57-06:00
Jamir Wilderman,163,2015-07-04T17:56:10-06:00
Lonzo Mosciski,143,2014-11-27T14:17:58-06:00
Idell Anderson,153,2018-09-03T16:42:26-06:00
Mary Schumm,146,2018-07-04T13:44:10-06:00
Heather Mosciski,99,2015-11-26T14:33:53-06:00
Stephan Hessel,157,2018-10-31T13:16:48-06:00
Sophie Dietrich,141,2016-07-04T14:57:40-06:00
Bennett Stokes,115,2015-09-07T14:50:59-06:00
Carli Gleason,126,2014-09-01T12:38:57-06:00
Roy Hauck,134,2015-09-07T16:16:37-06:00
Idell Anderson,155,2015-11-26T12:30:59-06:00
Helena Stokes,161,2015-11-26T17:16:42-06:00
Lindsey Anderson,187,2014-07-04T18:40:56-06:00
Heather Mosciski,100,2014-09-01T15:33:19-06:00
Wilfredo Olson,132,2015-11-26T15:47:15-06:00
Viola Gleason,155,2014-07-04T13:37:19-06:00
Nona Hickle,148,2014-11-27T16:44:14-06:00
Lolita Wilderman,146,2017-07-04T15:58:44-06:00
Marge Hickle,198,2018-10-31T15:18:30-06:00
Stanley Wilderman,161,2015-11-26T15:18:23-06:00
Edwina Dietrich,126,2015-07-04T17:57:37-06:00
Heather Mosciski,101,2015-07-04T17:28:44-06:00
Helena Stokes,163,2014-12-31T13:28:55-06:00
Eliane Bosco,138,2014-12-31T15:52:36-06:00
Nona Hickle,146,2017-10-31T14:35:44-06:00
Gisselle Mosciski,110,2014-10-31T15:41:33-06:00
Filomena Hauck,126,2018-11-22T18:11:51-06:00
Douglas Lang,157,2016-12-31T16:40:33-06:00
Antonetta Bosco,114,2015-10-31T15:46:30-06:00
Stephan Lang,175,2015-11-26T14:42:12-06:00
Antonetta Bosco,113,2018-11-22T13:19:46-06:00
Eliane Bosco,135,2018-10-31T15:54:56-06:00
Gracie Anderson,171,2014-10-31T15:28:31-06:00
Viola Gleason,154,2018-09-03T13:34:52-06:00
Helena Stokes,162,2014-10-31T12:30:55-06:00
Idell Anderson,157,2014-07-04T15:49:38-06:00
Lindsey Anderson,187,2014-07-04T17:26:21-06:00
Toby Hahn,189,2018-12-31T12:11:54-06:00
Antonetta Bosco,115,2017-12-31T15:16:41-06:00
Kiarra Anderson,155,2014-09-01T13:58:47-06:00
Amanda Gleason,176,2018-09-03T13:11:10-06:00
Tod Hickle,144,2018-09-03T14:45:54-06:00
Otha Stokes,111,2016-11-24T16:15:23-06:00
Tod Hickle,147,2014-11-27T14:39:29-06:00
Edd Lang,143,2017-10-31T17:43:21-06:00
Libbie Hauck,146,2015-11-26T15:29:11-06:00
Marge Hickle,198,2016-11-24T14:25:49-06:00
Garrison Olson,108,2014-09-01T13:22:47-06:00
Wilhelm Bosco,186,2018-10-31T14:27:42-06:00
Samanta Smith,183,2015-09-07T12:45:30-06:00
Mary Schumm,146,2014-11-27T12:29:57-06:00
Marge Hickle,195,2018-10-31T17:45:53-06:00
Cecile Bosco,157,2018-09-03T17:54:58-06:00
Kenna Schumm,140,2017-12-31T18:14:35-06:00
Jeff Dietrich,163,2014-12-31T16:56:55-06:00
Glenna Hauck,180,2014-12-31T13:49:26-06:00
Duncan Mosciski,112,2014-09-01T16:48:24-06:00
Johnathon Reinger,170,2016-10-31T14:40:41-06:00
Idell Anderson,155,2018-09-03T17:40:19-06:00
Edwina Dietrich,125,2018-10-31T13:28:31-06:00
Marge Hickle,193,2014-11-27T17:22:12-06:00
Allen Hauck,191,2016-12-31T18:46:54-06:00
Vilma Dietrich,136,2016-11-24T13:39:49-06:00
Angelina Olson,132,2018-02-02T18:54:17-06:00
Magdalen Gleason,104,2016-07-04T16:32:41-06:00
Antonetta Bosco,119,2017-07-04T14:35:17-06:00
Christiana Larkin,198,2018-07-04T16:55:11-06:00
Arch Bosco,191,2016-10-31T16:28:40-06:00
Christiana Larkin,201,2014-10-31T18:26:26-06:00
Monica Olson,122,2016-11-24T16:59:52-06:00
Quincy Mosciski,139,2017-10-31T15:39:51-06:00
Stephan Hessel,159,2017-10-31T18:38:16-06:00
Hollie Larkin,184,2015-09-07T17:47:28-06:00
Rosalinda Mosciski,133,2018-11-22T17:55:51-06:00
Idell Anderson,153,2018-12-31T13:30:15-06:00
Keira Bosco,162,2018-12-31T18:18:25-06:00
Heather Mosciski,100,2014-10-31T16:54:22-06:00
Angelina Olson,131,2015-09-07T12:31:51-06:00
Stephan Hessel,159,2017-11-23T17:54:57-06:00
Carolyne Gleason,189,2016-11-24T17:18:48-06:00
Carli Gleason,127,2014-10-31T16:47:42-06:00
Quincy Mosciski,141,2015-09-07T18:54:45-06:00
Johnathon Reinger,170,2018-11-22T14:41:27-06:00
Kenna Schumm,137,2017-12-31T16:21:36-06:00
Vidal Wilderman,116,2014-11-27T12:50:37-06:00
Stanley Wilderman,163,2018-11-22T16:25:40-06:00
Christiana Larkin,201,2017-10-31T14:45:54-06:00
Edwina Dietrich,128,2014-11-27T16:53:12-06:00
Kiarra Anderson,155,2014-07-04T17:12:17-06:00
Guillermo Reinger,175,2015-12-31T17:54:47-06:00
Carli Gleason,125,2018-10-31T14:36:43-06:00
Marge Hickle,194,2018-02-02T17:28:19-06:00
Allen Hauck,189,2014-10-31T12:52:31-06:00
Eliane Bosco,137,2016-10-31T15:52:49-06:00
Demario Hauck,148,2018-12-31T17:16:22-06:00
Idell Anderson,154,2014-07-04T13:14:31-06:00
Viola Gleason,153,2016-09-05T12:28:25-06:00
Jamir Wilderman,163,2018-12-31T17:46:21-06:00
Sophie Dietrich,141,2015-07-04T17:16:34-06:00
Guillermo Reinger,175,2018-12-31T18:46:32-06:00
Vilma Dietrich,134,2018-09-03T14:26:35-06:00
Garrison Olson,107,2018-10-31T12:10:28-06:00
Edwina Dietrich,130,2017-09-04T18:36:38-06:00
Christiana Larkin,199,2014-11-27T16:13:36-06:00
Sophie Dietrich,143,2016-07-04T12:49:47-06:00
Filomena Hauck,123,2018-07-04T14:41:17-06:00
Donnell Hauck,173,2016-12-31T15:13:16-06:00
Douglas Lang,160,2018-12-31T13:54:57-06:00
Cecile Bosco,157,2014-12-31T15:48:35-06:00
Jeff Dietrich,163,2018-09-03T12:10:57-06:00
Guillermo Reinger,179,2018-09-03T16:14:30-06:00
Christiana Larkin,199,2014-11-27T12:44:47-06:00
Otha Stokes,110,2015-11-26T18:39:54-06:00
Stephan Lang,177,2017-12-31T15:24:31-06:00
Angelina Olson,135,2014-10-31T16:37:48-06:00
Bennett Stokes,115,2014-09-01T14:27:57-06:00
Samanta Smith,185,2018-11-22T18:47:11-06:00
Tod Hickle,145,2015-12-31T15:16:35-06:00
Allen Hauck,186,2016-09-05T17:44:40-06:00
Viola Gleason,153,2018-11-22T18:13:55-06:00
Lonzo Mosciski,141,2014-11-27T14:20:39-06:00
Wilhelm Bosco,188,2015-12-31T12:54:19-06:00
Eliane Bosco,137,2018-11-22T14:57:13-06:00
Lindsey Anderson,186,2014-07-04T16:28:31-06:00
Samanta Smith,186,2017-10-31T15:53:47-06:00
Carolyne Gleason,189,2018-10-31T14:55:25-06:00
Lonzo Mosciski,141,2017-11-23T16:21:52-06:00
Shany Mosciski,151,2018-09-03T17:40:30-06:00
Marge Hickle,198,2017-11-23T13:55:19-06:00
Heather Mosciski,99,2014-11-27T14:51:17-06:00
Tod Hickle,146,2018-12-31T14:58:56-06:00
Abraham Stokes,131,2014-07-04T13:41:55-06:00
Gracie Anderson,171,2015-07-04T15:25:33-06:00
Wilhelm Bosco,188,2017-11-23T13:44:28-06:00
Wilhelm Bosco,187,2016-09-05T16:14:40-06:00
Heather Mosciski,100,2017-07-04T18:43:19-06:00
Nona Hickle,147,2018-02-02T12:19:19-06:00
Annamae Smith,129,2014-10-31T18:25:40-06:00
Johann Bosco,117,2016-09-05T17:41:52-06:00
Arch Bosco,189,2015-07-04T12:44:29-06:00
Christiana Larkin,199,2014-12-31T14:58:41-06:00
Lonzo Mosciski,142,2018-11-22T14:50:37-06:00
Lolita Wilderman,147,2015-07-04T17:25:51-06:00
Filomena Hauck,122,2018-09-03T16:45:18-06:00
Stephan Hessel,157,2017-09-04T13:18:25-06:00
Douglas Lang,163,2014-11-27T17:50:50-06:00
Magdalen Gleason,110,2016-07-04T15:22:54-06:00
Nona Hickle,147,2016-07-04T18:21:39-06:00
Vidal Wilderman,115,2015-10-31T14:39:36-06:00
Toby Hahn,185,2015-07-04T16:12:40-06:00
Samanta Smith,183,2018-09-03T15:21:52-06:00
Carolyne Gleason,192,2014-07-04T16:41:23-06:00
Tod Hickle,150,2016-11-24T16:13:56-06:00
Guillermo Reinger,173,2014-12-31T13:34:49-06:00
Abraham Stokes,131,2014-12-31T16:59:49-06:00
Lenore Gleason,103,2016-10-31T16:57:40-06:00
Cecile Bosco,157,2015-12-31T18:30:42-06:00
Garrison Olson,109,2018-10-31T15:48:42-06:00
Hiram Smith,103,2016-10-31T12:53:23-06:00
Wilfredo Olson,129,2018-02-02T14:13:30-06:00
Hollie Larkin,186,2015-12-31T16:41:10-06:00
Stanley Wilderman,160,2018-09-03T13:19:56-06:00
Guillermo Reinger,174,2014-12-31T18:41:36-06:00
Allen Hauck,186,2015-11-26T13:15:52-06:00
Patsy Gleason,178,2016-09-05T18:36:22-06:00
Lindsey Anderson,186,2018-10-31T18:31:41-06:00
Keira Bosco,165,2014-09-01T12:50:41-06:00
Rosalinda Mosciski,133,2017-12-31T13:14:38-06:00
Gracie Anderson,170,2014-11-27T15:29:36-06:00
Vilma Dietrich,134,2016-11-24T12:56:42-06:00
Johann Bosco,116,2014-09-01T15:28:15-06:00
Angelina Olson,132,2015-09-07T17:47:19-06:00
Hiram Smith,102,2016-09-05T13:49:48-06:00
Cecile Bosco,153,2017-12-31T18:37:20-06:00
Angelina Olson,132,2015-09-07T14:25:15-06:00
Johnathon Reinger,169,2017-12-31T18:27:45-06:00
Lonzo Mosciski,144,2017-07-04T14:16:30-06:00
Gisselle Mosciski,110,2017-09-04T12:22:44-06:00
Helena Stokes,161,2016-12-31T18:38:45-06:00
Lolita Wilderman,147,2016-12-31T13:55:48-06:00
Patsy Gleason,181,2014-10-31T16:34:15-06:00
Lonzo Mosciski,146,2014-10-31T14:39:27-06:00
Hiram Smith,104,2018-11-22T15:58:37-06:00
Edwina Dietrich,126,2017-10-31T12:34:34-06:00
Stephan Lang,174,2014-12-31T18:58:20-06:00
Guillermo Reinger,174,2015-09-07T13:41:26-06:00
Idell Anderson,151,2016-12-31T13:13:19-06:00
Keira Bosco,164,2015-09-07T18:14:16-06:00
Antonetta Bosco,113,2015-07-04T14:42:48-06:00
Nona Hickle,149,2014-07-04T18:37:23-06:00
Sophie Dietrich,144,2017-09-04T18:17:17-06:00
Kenna Schumm,142,2016-11-24T17:23:16-06:00
Rosalinda Mosciski,131,2016-07-04T14:31:30-06:00
Cecile Bosco,153,2017-09-04T12:36:49-06:00
Rosalinda Mosciski,135,2016-07-04T15:53:38-06:00
Rosalinda Mosciski,134,2018-02-02T18:47:31-06:00
Annamae Smith,131,2014-07-04T12:51:24-06:00
Khalid Stokes,152,2014-09-01T13:57:28-06:00
Angelina Olson,132,2015-09-07T16:24:49-06:00
Roy Hauck,134,2015-09-07T13:17:43-06:00
Hollie Larkin,184,2018-02-02T12:47:38-06:00
Gisselle Mosciski,112,2015-07-04T12:10:25-06:00
Arch Bosco,189,2014-09-01T13:45:34-06:00
Tod Hickle,144,2017-11-23T13:59:24-06:00
Hiram Smith,104,2018-10-31T18:28:38-06:00
Filomena Hauck,122,2015-07-04T14:52:31-06:00
Lindsey Anderson,189,2017-07-04T14:15:38-06:00
Cecile Bosco,154,2017-09-04T18:21:12-06:00
Tod Hickle,150,2014-11-27T18:37:41-06:00
Tod Hickle,144,2016-11-24T15:25:11-06:00
Christiana Larkin,198,2014-11-27T18:31:44-06:00
Marge Hickle,193,2015-10-31T14:56:30-06:00
Lenore Gleason,101,2018-12-31T16:35:51-06:00
Mary Schumm,148,2016-09-05T13:55:49-06:00
Duncan Mosciski,112,2018-10-31T17:47:39-06:00
Idell Anderson,154,2014-12-31T14:20:13-06:00
Nona Hickle,145,2014-09-01T17:39:36-06:00
Marge Hickle,198,2018-10-31T17:21:12-06:00
Eliane Bosco,136,2014-09-01T15:24:10-06:00
Keira Bosco,163,2018-12-31T17:33:57-06:00
Keira Bosco,166,2016-11-24T17:53:54-06:00
Roy Hauck,130,2016-11-24T14:57:38-06:00
Rosalinda Mosciski,132,2015-10-31T18:26:17-06:00
Lindsey Anderson,186,2018-07-04T16:54:20-06:00
Heather Mosciski,100,2018-11-22T13:41:56-06:00
Paul Bosco,169,2014-07-04T12:30:27-06:00
Lolita Wilderman,146,2017-11-23T12:25:44-06:00
Samanta Smith,185,2017-11-23T17:13:39-06:00
Stanley Wilderman,166,2017-07-04T17:47:29-06:00
Patsy Gleason,179,2014-07-04T14:13:12-06:00
Donnell Hauck,170,2018-12-31T18:25:20-06:00
Eliane Bosco,135,2017-11-23T15:33:39-06:00
Heather Mosciski,100,2014-10-31T14:27:25-06:00
Monica Olson,123,2017-10-31T14:46:34-06:00
Christiana Larkin,200,2014-12-31T12:41:56-06:00
Glenna Hauck,177,2014-10-31T12:46:43-06:00
Gracie Anderson,173,2017-11-23T13:41:18-06:00
Monica Olson,126,2018-02-02T12:32:27-06:00
Otha Stokes,114,2017-10-31T18:10:36-06:00
Rosalinda Mosciski,137,2017-12-31T18:36:11-06:00
Nona Hickle,146,2017-09-04T17:46:29-06:00
Carolyne Gleason,189,2017-07-04T15:23:14-06:00
Lolita Wilderman,148,2015-10-31T17:19:25-06:00
Abraham Stokes,130,2017-11-23T16:26:39-06:00
Roy Hauck,134,2017-11-23T13:48:25-06:00
Roy Hauck,130,2016-11-24T18:22:41-06:00
Edd Lang,143,2017-09-04T17:36:45-06:00
Douglas Lang,157,2017-12-31T16:33:17-06:00
Garrison Olson,108,2018-12-31T16:35:33-06:00
Annamae Smith,128,2015-09-07T18:27:48-06:00
Arch Bosco,186,2017-10-31T12:49:23-06:00
Johann Bosco,118,2015-07-04T13:13:28-06:00
Wilfredo Olson,131,2014-11-27T14:51:43-06:00
Angelina Olson,133,2016-10-31T16:12:18-06:00
Sophie Dietrich,141,2015-10-31T14:48:31-06:00
Jeff Dietrich,163,2017-12-31T13:42:49-06:00
Gisselle Mosciski,110,2014-07-04T13:24:44-06:00
Eliane Bosco,135,2015-11-26T17:15:13-06:00
Magdalen Gleason,107,2017-09-04T18:36:34-06:00
Khalid Stokes,152,2017-11-23T13:35:36-06:00
Monica Olson,121,2015-07-04T16:45:59-06:00
Tod Hickle,147,2014-11-27T12:11:30-06:00
Quincy Mosciski,140,2015-09-07T16:26:36-06:00
Keira Bosco,168,2016-09-05T14:48:59-06:00
Paul Bosco,172,2015-12-31T13:20:59-06:00
Garrison Olson,106,2014-07-04T14:54:56-06:00
Khalid Stokes,150,2014-09-01T13:56:17-06:00
Carolyne Gleason,190,2016-07-04T12:49:30-06:00
Marge Hickle,193,2018-09-03T13:16:26-06:00
Bennett Stokes,112,2018-09-03T12:17:34-06:00
Toby Hahn,184,2015-11-26T14:33:54-06:00
Gracie Anderson,175,2014-07-04T17:35:39-06:00
Hiram Smith,105,2017-10-31T15:57:33-06:00
Keira Bosco,163,2018-07-04T14:56:41-06:00
Keira Bosco,164,2014-09-01T12:16:52-06:00
Vidal Wilderman,117,2015-11-26T17:39:24-06:00
Antonetta Bosco,114,2017-11-23T16:20:27-06:00
Johnathon Reinger,171,2016-10-31T12:17:25-06:00
Gisselle Mosciski,110,2014-12-31T15:49:14-06:00
Stanley Wilderman,164,2014-09-01T17:10:27-06:00
Jeff Dietrich,163,2018-02-02T14:26:29-06:00
Angelina Olson,132,2015-10-31T12:41:45-06:00
Heather Mosciski,103,2018-11-22T15:39:57-06:00
Roy Hauck,128,2018-07-04T16:28:42-06:00
Helena Stokes,163,2016-11-24T16:22:58-06:00
Demario Hauck,154,2016-09-05T12:26:15-06:00
Amanda Gleason,174,2016-12-31T12:35:12-06:00
Carli Gleason,127,2017-10-31T17:41:41-06:00
Helena Stokes,162,2016-09-05T17:57:52-06:00
Keira Bosco,163,2014-11-27T18:51:52-06:00
Hiram Smith,107,2016-12-31T16:47:53-06:00
Viola Gleason,153,2018-10-31T12:45:11-06:00
Stephan Lang,177,2018-10-31T12:56:36-06:00
Carolyne Gleason,189,2018-07-04T15:59:47-06:00
Lolita Wilderman,148,2018-07-04T15:35:56-06:00
Eliane Bosco,138,2017-09-04T16:28:29-06:00
Idell Anderson,151,2017-11-23T14:59:45-06:00
Johnathon Reinger,172,2017-11-23T14:43:17-06:00
Wilfredo Olson,132,2017-12-31T14:51:14-06:00
Christiana Larkin,200,2016-12-31T13:36:28-06:00
Johann Bosco,119,2015-07-04T13:45:15-06:00
Demario Hauck,148,2014-11-27T14:53:25-06:00
Heather Mosciski,101,2016-09-05T15:45:22-06:00
Viola Gleason,154,2015-12-31T14:51:18-06:00
Samanta Smith,186,2018-09-03T13:45:54-06:00
Marge Hickle,193,2017-07-04T12:14:11-06:00
Paul Bosco,173,2015-09-07T13:42:22-06:00
Cecile Bosco,155,2014-10-31T17:26:55-06:00
Garrison Olson,110,2018-10-31T12:57:35-06:00
Libbie Hauck,144,2016-09-05T18:46:19-06:00
Kenna Schumm,137,2016-09-05T17:17:24-06:00
Johann Bosco,120,2018-02-02T16:35:24-06:00
Gracie Anderson,172,2018-12-31T15:38:50-06:00
Edd Lang,143,2016-12-31T18:44:12-06:00
Tod Hickle,146,2017-11-23T15:38:11-06:00
Johann Bosco,117,2018-10-31T18:14:30-06:00
Monica Olson,124,2015-11-26T15:20:33-06:00
Annamae Smith,128,2014-09-01T14:42:32-06:00
Carolyne Gleason,191,2018-02-02T14:55:18-06:00
Magdalen Gleason,104,2017-07-04T13:15:18-06:00
Lolita Wilderman,148,2015-10-31T18:24:21-06:00
Amanda Gleason,175,2018-09-03T12:22:30-06:00
Heather Mosciski,100,2018-02-02T16:43:20-06:00
Mary Schumm,146,2015-07-04T16:40:51-06:00
Hollie Larkin,184,2015-11-26T15:32:50-06:00
Hiram Smith,103,2016-09-05T17:24:34-06:00
Nona Hickle,148,2014-12-31T17:28:24-06:00
Angelina Olson,133,2015-12-31T17:57:56-06:00
Garrison Olson,106,2015-10-31T15:11:56-06:00
Abraham Stokes,131,2018-02-02T14:55:43-06:00
Edwina Dietrich,125,2015-07-04T13:48:39-06:00
Lonzo Mosciski,144,2015-07-04T15:54:13-06:00
Guillermo Reinger,177,2016-07-04T12:33:49-06:00
Carli Gleason,126,2016-10-31T13:20:42-06:00
Quincy Mosciski,139,2014-07-04T16:54:39-06:00
Christiana Larkin,201,2018-07-04T16:55:13-06:00
Kenna Schumm,139,2015-09-07T18:20:37-06:00
Garrison Olson,108,2015-07-04T17:20:37-06:00
Gisselle Mosciski,112,2015-09-07T18:28:36-06:00
Eliane Bosco,135,2018-02-02T14:33:51-06:00
Vidal Wilderman,114,2015-11-26T12:18:30-06:00
Lenore Gleason,101,2018-07-04T16:59:39-06:00
Hiram Smith,102,2017-10-31T17:50:15-06:00
Lenore Gleason,102,2018-02-02T15:55:38-06:00
Wilfredo Olson,129,2017-11-23T16:10:51-06:00
Jeff Dietrich,166,2016-12-31T17:44:12-06:00
Rosalinda Mosciski,132,2014-11-27T18:23:20-06:00
Otha Stokes,114,2015-12-31T12:35:26-06:00
Roy Hauck,134,2015-09-07T14:52:28-06:00
Lenore Gleason,101,2016-09-05T12:24:36-06:00
Samanta Smith,184,2015-10-31T16:32:16-06:00
Vilma Dietrich,134,2016-07-04T18:11:42-06:00
Marge Hickle,193,2016-10-31T12:49:31-06:00
Hollie Larkin,185,2017-12-31T16:56:24-06:00
Helena Stokes,163,2016-12-31T18:45:33-06:00
Donnell Hauck,170,2015-09-07T16:54:19-06:00
Bennett Stokes,114,2016-09-05T17:24:10-06:00
Stephan Lang,178,2018-07-04T12:35:31-06:00
Paul Bosco,171,2015-12-31T13:25:30-06:00
Allen Hauck,186,2014-11-27T15:47:33-06:00
Garrison Olson,107,2014-11-27T13:24:34-06:00
Helena Stokes,165,2017-12-31T15:10:37-06:00
Otha Stokes,108,2015-11-26T13:16:52-06:00
Carli Gleason,128,2018-12-31T12:47:18-06:00
Helena Stokes,159,2015-12-31T16:23:24-06:00
Allen Hauck,186,2018-11-22T16:53:28-06:00
Arch Bosco,186,2014-09-01T16:39:27-06:00
Edwina Dietrich,124,2016-07-04T18:19:29-06:00
Keira Bosco,162,2016-09-05T13:22:53-06:00
Lindsey Anderson,185,2018-10-31T17:31:52-06:00
Lolita Wilderman,147,2018-07-04T13:32:55-06:00
Duncan Mosciski,111,2018-12-31T16:23:11-06:00
Libbie Hauck,144,2018-11-22T14:52:50-06:00
Rosalinda Mosciski,134,2018-11-22T15:35:28-06:00
Gisselle Mosciski,110,2014-10-31T18:22:48-06:00
Christiana Larkin,199,2017-09-04T12:24:10-06:00
Jeff Dietrich,164,2015-09-07T16:16:34-06:00
Paul Bosco,170,2018-11-22T18:21:15-06:00
Gisselle Mosciski,112,2015-11-26T15:23:10-06:00
Patsy Gleason,180,2015-07-04T13:29:19-06:00
Vidal Wilderman,115,2018-09-03T16:32:11-06:00
Magdalen Gleason,104,2017-10-31T13:33:33-06:00
Lenore Gleason,100,2014-12-31T18:42:34-06:00
Lolita Wilderman,146,2016-12-31T14:22:28-06:00
Toby Hahn,183,2018-07-04T14:46:56-06:00
Carolyne Gleason,194,2016-11-24T14:38:40-06:00
Keira Bosco,163,2015-07-04T18:45:32-06:00
Filomena Hauck,120,2017-10-31T18:51:10-06:00
Jamir Wilderman,163,2018-10-31T18:21:50-06:00
Khalid Stokes,152,2016-09-05T18:43:28-06:00
Vidal Wilderman,115,2017-10-31T15:31:34-06:00
Khalid Stokes,152,2016-11-24T16:52:29-06:00
Nona Hickle,145,2014-09-01T17:35:59-06:00
Lindsey Anderson,186,2017-07-04T13:32:46-06:00
Stanley Wilderman,163,2017-12-31T17:38:34-06:00
Otha Stokes,109,2018-02-02T14:40:19-06:00
Idell Anderson,153,2014-07-04T17:30:20-06:00
Arch Bosco,186,2018-02-02T14:35:45-06:00
Quincy Mosciski,139,2014-09-01T15:50:36-06:00
Libbie Hauck,145,2018-11-22T12:18:29-06:00
Keira Bosco,163,2017-12-31T14:43:16-06:00
Annamae Smith,128,2015-10-31T18:49:39-06:00
Viola Gleason,153,2016-11-24T12:15:57-06:00
Christiana Larkin,199,2015-12-31T12:23:10-06:00
Lenore Gleason,103,2018-02-02T18:58:49-06:00
Marge Hickle,194,2014-10-31T12:56:28-06:00
Douglas Lang,160,2017-12-31T16:29:52-06:00
Kenna Schumm,137,2015-11-26T13:57:18-06:00
Gracie Anderson,172,2015-11-26T13:18:48-06:00
Tod Hickle,146,2016-07-04T17:30:34-06:00
Gisselle Mosciski,111,2016-07-04T14:40:59-06:00
Wilhelm Bosco,190,2015-11-26T13:53:38-06:00
Filomena Hauck,121,2015-12-31T14:58:16-06:00
Toby Hahn,184,2016-12-31T17:29:49-06:00
Gisselle Mosciski,113,2014-12-31T18:22:59-06:00
Libbie Hauck,147,2016-09-05T13:25:25-06:00
Nona Hickle,145,2014-11-27T16:46:23-06:00
Stanley Wilderman,161,2017-10-31T12:32:18-06:00
Heather Mosciski,102,2015-09-07T12:51:22-06:00
Sophie Dietrich,141,2017-07-04T17:48:32-06:00
Donnell Hauck,169,2014-10-31T14:12:35-06:00
Samanta Smith,187,2017-09-04T12:35:45-06:00
Christiana Larkin,201,2015-11-26T15:36:37-06:00
Mary Schumm,146,2016-11-24T15:37:46-06:00
Idell Anderson,152,2017-07-04T17:55:57-06:00
Allen Hauck,186,2016-12-31T18:19:57-06:00
Khalid Stokes,150,2016-12-31T18:37:21-06:00
Magdalen Gleason,105,2015-07-04T14:31:28-06:00
Arch Bosco,186,2017-11-23T18:28:24-06:00
Vidal Wilderman,117,2015-07-04T13:38:39-06:00
Wilhelm Bosco,187,2014-10-31T17:43:17-06:00
Lindsey Anderson,187,2016-12-31T12:56:45-06:00
Tod Hickle,145,2018-11-22T17:24:50-06:00
Sophie Dietrich,143,2016-12-31T13:32:25-06:00
Libbie Hauck,144,2015-07-04T15:34:40-06:00
Toby Hahn,186,2017-12-31T17:25:18-06:00
Garrison Olson,108,2018-12-31T16:38:35-06:00
Heather Mosciski,102,2018-10-31T18:33:41-06:00
Lonzo Mosciski,142,2015-12-31T14:58:52-06:00
Rosalinda Mosciski,132,2014-10-31T17:33:16-06:00
Carolyne Gleason,190,2017-07-04T15:52:30-06:00
Stephan Lang,178,2014-09-01T14:22:20-06:00
Abraham Stokes,130,2017-09-04T12:49:25-06:00
Amanda Gleason,176,2014-10-31T18:20:34-06:00
Rosalinda Mosciski,133,2015-09-07T17:17:46-06:00
Wilhelm Bosco,188,2016-07-04T12:18:38-06:00
Angelina Olson,133,2016-10-31T17:29:45-06:00
Heather Mosciski,105,2014-09-01T13:23:21-06:00
Nona Hickle,147,2016-10-31T18:26:43-06:00
Christiana Larkin,199,2017-11-23T16:52:35-06:00
Johnathon Reinger,172,2015-11-26T17:55:17-06:00
Wilfredo Olson,129,2015-07-04T12:22:49-06:00
Magdalen Gleason,107,2017-11-23T18:46:58-06:00
Hollie Larkin,184,2014-11-27T16:36:52-06:00
Lenore Gleason,104,2018-12-31T13:36:35-06:00
Garrison Olson,107,2014-11-27T12:38:29-06:00
Stephan Hessel,157,2014-10-31T15:24:54-06:00
Arch Bosco,189,2018-02-02T14:38:33-06:00
Lonzo Mosciski,140,2018-11-22T18:20:16-06:00
Annamae Smith,128,2016-11-24T16:44:42-06:00
Jamir Wilderman,161,2018-02-02T14:36:34-06:00
Monica Olson,123,2017-12-31T13:10:54-06:00
Monica Olson,123,2018-07-04T16:18:23-06:00
Otha Stokes,109,2016-09-05T18:47:23-06:00
Hiram Smith,103,2015-12-31T17:46:12-06:00
